Date,Dept,BU,Account,Value
Jul-2003,105,10120,61030,1299.675
Jul-2003,105,10120,61065,1443.975
Jul-2003,105,10120,61080,1606.8
Jul-2003,105,10120,61095,1497.6
Jul-2003,105,10120,64055,1064.7
Jul-2003,105,10120,64060,1521.975
Jul-2003,105,10120,64065,1345.5
Jul-2003,105,10120,64070,1674.075
Jul-2003,105,10120,64090,915.525
Jul-2003,105,10120,64100,859.95
Jul-2003,105,10120,66005,1640.925
Jul-2003,105,10120,66010,951.6
Jul-2003,105,10120,67010,1032.525
Jul-2003,105,10120,67015,1434.225
Jul-2003,105,10120,61060,55522.35
Jul-2003,105,10120,61070,4375.8
Jul-2003,105,10120,62001,1906.125
Jul-2003,105,10120,63040,1183.65
Jul-2003,105,10120,64005,1581.45
Jul-2003,105,10120,64020,1236.3
Jul-2003,105,10120,65005,861.9
Jul-2003,105,10120,65006,1320.15
Jul-2003,105,10120,65015,923.325
Jul-2003,105,10120,65018,947.7
Jul-2003,105,10120,65020,1248
Jul-2003,105,10120,65022,1399.125
Jul-2003,105,10120,65035,1343.55
Jul-2003,110,10120,41101,657403.5
Jul-2003,110,10120,42201,308116.575
Jul-2003,110,10120,51001,933.075
Jul-2003,110,10120,51003,1104.675
Jul-2003,110,10120,61010,1183.65
Jul-2003,110,10120,61015,1177.8
Jul-2003,110,10120,61030,1581.45
Jul-2003,110,10120,61065,1236.3
Jul-2003,110,10120,61080,865.8
Jul-2003,110,10120,61095,1428.375
Jul-2003,110,10120,64055,861.9
Jul-2003,110,10120,64060,1320.15
Jul-2003,110,10120,64065,923.325
Jul-2003,110,10120,64070,947.7
Jul-2003,110,10120,64090,1248
Jul-2003,110,10120,64100,1399.125
Jul-2003,110,10120,66005,1343.55
Jul-2003,110,10120,66010,1390.35
Jul-2003,110,10120,67010,1074.45
Jul-2003,110,10120,67015,904.8
Jul-2003,110,10120,61060,67512.9
Jul-2003,110,10120,61070,4662.45
Jul-2003,110,10120,62001,2370.225
Jul-2003,110,10120,63040,1581.45
Jul-2003,110,10120,64005,1428.375
Jul-2003,110,10120,64020,861.9
Jul-2003,110,10120,65005,1543.425
Jul-2003,110,10120,65006,1213.875
Jul-2003,110,10120,65015,1609.725
Jul-2003,110,10120,65018,1540.5
Jul-2003,110,10120,65020,1404.975
Jul-2003,110,10120,65022,1197.3
Jul-2003,110,10120,65035,1255.8
Jul-2003,115,10110,41101,680683.575
Jul-2003,115,10110,42201,53545.05
Jul-2003,115,10110,51001,5193.825
Jul-2003,115,10110,51003,5079.75
Jul-2003,115,10110,61010,3807.375
Jul-2003,115,10110,61015,5246.475
Jul-2003,115,10110,61030,5073.9
Jul-2003,115,10110,61065,4210.05
Jul-2003,115,10110,61080,4889.625
Jul-2003,115,10110,61095,4593.225
Jul-2003,115,10110,64055,4028.7
Jul-2003,115,10110,64060,5398.575
Jul-2003,115,10110,64065,4718.025
Jul-2003,115,10110,64070,5360.55
Jul-2003,115,10110,64090,4571.775
Jul-2003,115,10110,64100,4058.925
Jul-2003,115,10110,66005,4695.6
Jul-2003,115,10110,66010,4171.05
Jul-2003,115,10110,67010,4642.95
Jul-2003,115,10110,67015,4095
Jul-2003,115,10110,61060,38003.55
Jul-2003,115,10110,61070,1354.275
Jul-2003,115,10110,62001,1510.275
Jul-2003,115,10110,63040,1475.175
Jul-2003,115,10110,64005,1186.575
Jul-2003,115,10110,64020,1066.65
Jul-2003,115,10110,65005,1084.2
Jul-2003,115,10110,65006,999.375
Jul-2003,115,10110,65015,1721.85
Jul-2003,115,10110,65018,1665.3
Jul-2003,115,10110,65020,1098.825
Jul-2003,115,10110,65022,1159.275
Jul-2003,115,10110,65035,1514.175
Jul-2003,115,10120,41101,666039.075
Jul-2003,115,10120,42201,61665.825
Jul-2003,115,10120,51001,1251.9
Jul-2003,115,10120,51003,1255.8
Jul-2003,115,10120,61010,1690.65
Jul-2003,115,10120,61015,1175.85
Jul-2003,115,10120,61030,994.5
Jul-2003,115,10120,61065,1599
Jul-2003,115,10120,61080,1711.125
Jul-2003,115,10120,61095,1031.55
Jul-2003,115,10120,64055,946.725
Jul-2003,115,10120,64060,911.625
Jul-2003,115,10120,64065,1084.2
Jul-2003,115,10120,64070,1440.075
Jul-2003,115,10120,64090,1054.95
Jul-2003,115,10120,64100,1599.975
Jul-2003,115,10120,66005,1564.875
Jul-2003,115,10120,66010,1459.575
Jul-2003,115,10120,67010,1066.65
Jul-2003,115,10120,67015,1009.125
Jul-2003,115,10120,61060,59013.825
Jul-2003,115,10120,61070,5109
Jul-2003,115,10120,62001,1873.95
Jul-2003,115,10120,63040,1534.65
Jul-2003,115,10120,64005,1591.2
Jul-2003,115,10120,64020,1170.975
Jul-2003,115,10120,65005,1515.15
Jul-2003,115,10120,65006,1635.075
Jul-2003,115,10120,65015,1216.8
Jul-2003,115,10120,65018,1597.05
Jul-2003,115,10120,65020,1287.975
Jul-2003,115,10120,65022,1248.975
Jul-2003,115,10120,65035,1320.15
Jul-2003,200,10120,41101,231349.95
Jul-2003,200,10120,42201,75783.825
Jul-2003,200,10120,51001,3942.9
Jul-2003,200,10120,51003,3705
Jul-2003,200,10120,61010,3498.3
Jul-2003,200,10120,61015,3909.75
Jul-2003,200,10120,61030,5087.55
Jul-2003,200,10120,61065,3583.125
Jul-2003,200,10120,61080,4971.525
Jul-2003,200,10120,61095,4931.55
Jul-2003,200,10120,64055,4856.475
Jul-2003,200,10120,64060,4610.775
Jul-2003,200,10120,64065,3590.925
Jul-2003,200,10120,64070,4302.675
Jul-2003,200,10120,64090,3728.4
Jul-2003,200,10120,64100,4470.375
Jul-2003,200,10120,66005,3714.75
Jul-2003,200,10120,66010,5050.5
Jul-2003,200,10120,67010,4053.075
Jul-2003,200,10120,67015,4717.05
Jul-2003,200,10120,61060,65865.15
Jul-2003,200,10120,61070,3978.975
Jul-2003,200,10120,62001,4413.825
Jul-2003,200,10120,63040,10607.025
Jul-2003,200,10120,64005,11443.575
Jul-2003,200,10120,64020,37996.725
Jul-2003,200,10120,65005,2745.6
Jul-2003,200,10120,65006,3054.675
Jul-2003,200,10120,65015,2949.375
Jul-2003,200,10120,65018,2801.175
Jul-2003,200,10120,65020,3122.925
Jul-2003,200,10120,65022,2791.425
Jul-2003,200,10120,65035,2591.55
Jul-2003,300,10120,51001,1040.325
Jul-2003,300,10120,51003,1505.4
Jul-2003,300,10120,61010,862.875
Jul-2003,300,10120,61015,1047.15
Jul-2003,300,10120,61030,952.575
Jul-2003,300,10120,61065,1612.65
Jul-2003,300,10120,61080,1315.275
Jul-2003,300,10120,61095,1485.9
Jul-2003,300,10120,64055,1584.375
Jul-2003,300,10120,64060,1169.025
Jul-2003,300,10120,64065,1041.3
Jul-2003,300,10120,64070,1661.4
Jul-2003,300,10120,64090,910.65
Jul-2003,300,10120,64100,1465.425
Jul-2003,300,10120,66005,1090.05
Jul-2003,300,10120,66010,1416.675
Jul-2003,300,10120,67010,1231.425
Jul-2003,300,10120,67015,886.275
Jul-2003,300,10120,61060,44974.8
Jul-2003,300,10120,61070,4858.425
Jul-2003,300,10120,62001,1734.525
Jul-2003,300,10120,64005,1068.6
Jul-2003,300,10120,64020,905.775
Jul-2003,300,10120,65005,1524.9
Jul-2003,300,10120,65006,1167.075
Jul-2003,300,10120,65015,1599.975
Jul-2003,300,10120,65018,1159.275
Jul-2003,300,10120,65020,964.275
Jul-2003,300,10120,65022,1347.45
Jul-2003,300,10120,65035,950.625
Jul-2003,405,10120,51001,1613.625
Jul-2003,405,10120,51003,1264.575
Jul-2003,405,10120,61010,1498.575
Jul-2003,405,10120,61015,1293.825
Jul-2003,405,10120,61030,1209
Jul-2003,405,10120,61065,1164.15
Jul-2003,405,10120,61080,886.275
Jul-2003,405,10120,61095,1329.9
Jul-2003,405,10120,64055,1118.325
Jul-2003,405,10120,64060,1402.05
Jul-2003,405,10120,64065,1637.025
Jul-2003,405,10120,64070,1524.9
Jul-2003,405,10120,64090,1399.125
Jul-2003,405,10120,64100,1114.425
Jul-2003,405,10120,66005,1042.275
Jul-2003,405,10120,66010,1162.2
Jul-2003,405,10120,67010,1347.45
Jul-2003,405,10120,67015,1235.325
Jul-2003,405,10120,61060,57600.075
Jul-2003,405,10120,61070,4761.9
Jul-2003,405,10120,62001,2323.425
Jul-2003,405,10120,63040,1043.25
Jul-2003,405,10120,64005,1493.7
Jul-2003,405,10120,64020,1256.775
Jul-2003,405,10120,65005,1626.3
Jul-2003,405,10120,65006,1583.4
Jul-2003,405,10120,65015,1012.05
Jul-2003,405,10120,65018,1129.05
Jul-2003,405,10120,65020,1423.5
Jul-2003,405,10120,65022,1483.95
Jul-2003,405,10120,65035,1461.525
Jul-2003,410,10120,51001,1606.8
Jul-2003,410,10120,51003,1654.575
Jul-2003,410,10120,61010,1382.55
Jul-2003,410,10120,61015,1533.675
Jul-2003,410,10120,61030,1251.9
Jul-2003,410,10120,61065,1411.8
Jul-2003,410,10120,61080,1040.325
Jul-2003,410,10120,61095,1366.95
Jul-2003,410,10120,64055,976.95
Jul-2003,410,10120,64060,883.35
Jul-2003,410,10120,64065,1632.15
Jul-2003,410,10120,64070,1007.175
Jul-2003,410,10120,64090,1583.4
Jul-2003,410,10120,64100,954.525
Jul-2003,410,10120,66005,1552.2
Jul-2003,410,10120,66010,1709.175
Jul-2003,410,10120,67010,1683.825
Jul-2003,410,10120,67015,1062.75
Jul-2003,410,10120,61060,47367.45
Jul-2003,410,10120,61070,4479.15
Jul-2003,410,10120,62001,1977.3
Jul-2003,410,10120,63040,1040.325
Jul-2003,410,10120,64005,920.4
Jul-2003,410,10120,64020,1040.325
Jul-2003,410,10120,65005,1205.1
Jul-2003,410,10120,65006,1462.5
Jul-2003,410,10120,65015,1677
Jul-2003,410,10120,65018,1514.175
Jul-2003,410,10120,65020,882.375
Jul-2003,410,10120,65022,1447.875
Jul-2003,410,10120,65035,1694.55
Jul-2003,415,10120,51001,1708.2
Jul-2003,415,10120,51003,875.55
Jul-2003,415,10120,61010,1019.85
Jul-2003,415,10120,61015,1655.55
Jul-2003,415,10120,61030,1406.925
Jul-2003,415,10120,61065,1155.375
Jul-2003,415,10120,61080,1309.425
Jul-2003,415,10120,61095,1337.7
Jul-2003,415,10120,64055,1328.925
Jul-2003,415,10120,64060,1262.625
Jul-2003,415,10120,64065,1065.675
Jul-2003,415,10120,64070,1332.825
Jul-2003,415,10120,64090,1185.6
Jul-2003,415,10120,64100,915.525
Jul-2003,415,10120,66005,1297.725
Jul-2003,415,10120,66010,994.5
Jul-2003,415,10120,67010,900.9
Jul-2003,415,10120,67015,1433.25
Jul-2003,415,10120,61060,57914.025
Jul-2003,415,10120,61070,4744.35
Jul-2003,415,10120,62001,1794.975
Jul-2003,415,10120,64005,966.225
Jul-2003,415,10120,64020,1380.6
Jul-2003,415,10120,65005,1279.2
Jul-2003,415,10120,65006,1003.275
Jul-2003,415,10120,65015,1462.5
Jul-2003,415,10120,65018,933.075
Jul-2003,415,10120,65020,1702.35
Jul-2003,415,10120,65022,902.85
Jul-2003,415,10120,65035,1158.3
Aug-2003,105,10120,41101,668183.1
Aug-2003,105,10120,42201,53992.575
Aug-2003,105,10120,51001,951.6
Aug-2003,105,10120,51003,1683.825
Aug-2003,105,10120,61010,1487.85
Aug-2003,105,10120,61015,1048.125
Aug-2003,105,10120,61030,1147.575
Aug-2003,105,10120,61065,1613.625
Aug-2003,105,10120,61080,1538.55
Aug-2003,105,10120,61095,990.6
Aug-2003,105,10120,64055,1587.3
Aug-2003,105,10120,64060,1441.05
Aug-2003,105,10120,64065,1391.325
Aug-2003,105,10120,64070,1010.1
Aug-2003,105,10120,64090,1198.275
Aug-2003,105,10120,64100,1560.975
Aug-2003,105,10120,66005,1677
Aug-2003,105,10120,66010,958.425
Aug-2003,105,10120,67010,1091.025
Aug-2003,105,10120,67015,1394.25
Aug-2003,105,10120,61060,49143.9
Aug-2003,105,10120,61070,4764.825
Aug-2003,105,10120,62001,2337.075
Aug-2003,105,10120,63040,1021.8
Aug-2003,105,10120,64005,1451.775
Aug-2003,105,10120,64020,1174.875
Aug-2003,105,10120,65005,1309.425
Aug-2003,105,10120,65006,1426.425
Aug-2003,105,10120,65015,1552.2
Aug-2003,105,10120,65018,1390.35
Aug-2003,105,10120,65020,1662.375
Aug-2003,105,10120,65022,986.7
Aug-2003,105,10120,65035,1399.125
Aug-2003,110,10120,41101,659344.725
Aug-2003,110,10120,42201,301374.45
Aug-2003,110,10120,51001,1454.7
Aug-2003,110,10120,51003,1283.1
Aug-2003,110,10120,61010,1021.8
Aug-2003,110,10120,61015,980.85
Aug-2003,110,10120,61030,1451.775
Aug-2003,110,10120,61065,1174.875
Aug-2003,110,10120,61080,1314.3
Aug-2003,110,10120,61095,1422.525
Aug-2003,110,10120,64055,1309.425
Aug-2003,110,10120,64060,1426.425
Aug-2003,110,10120,64065,1552.2
Aug-2003,110,10120,64070,1390.35
Aug-2003,110,10120,64090,1662.375
Aug-2003,110,10120,64100,986.7
Aug-2003,110,10120,66005,1399.125
Aug-2003,110,10120,66010,1336.725
Aug-2003,110,10120,67010,1013.025
Aug-2003,110,10120,67015,1591.2
Aug-2003,110,10120,61060,57162.3
Aug-2003,110,10120,61070,5082.675
Aug-2003,110,10120,62001,2128.425
Aug-2003,110,10120,63040,1451.775
Aug-2003,110,10120,64005,1422.525
Aug-2003,110,10120,64020,1309.425
Aug-2003,110,10120,65005,1693.575
Aug-2003,110,10120,65006,1626.3
Aug-2003,110,10120,65015,1159.275
Aug-2003,110,10120,65018,1379.625
Aug-2003,110,10120,65020,1535.625
Aug-2003,110,10120,65022,990.6
Aug-2003,110,10120,65035,1374.75
Aug-2003,115,10110,41101,683137.65
Aug-2003,115,10110,42201,51498.525
Aug-2003,115,10110,51001,4723.875
Aug-2003,115,10110,51003,4313.4
Aug-2003,115,10110,61010,4357.275
Aug-2003,115,10110,61015,4566.9
Aug-2003,115,10110,61030,5363.475
Aug-2003,115,10110,61065,3749.85
Aug-2003,115,10110,61080,4327.05
Aug-2003,115,10110,61095,4072.575
Aug-2003,115,10110,64055,4641
Aug-2003,115,10110,64060,4498.65
Aug-2003,115,10110,64065,4057.95
Aug-2003,115,10110,64070,3835.65
Aug-2003,115,10110,64090,4392.375
Aug-2003,115,10110,64100,4625.4
Aug-2003,115,10110,66005,5388.825
Aug-2003,115,10110,66010,5083.65
Aug-2003,115,10110,67010,4051.125
Aug-2003,115,10110,67015,4085.25
Aug-2003,115,10110,61060,38656.8
Aug-2003,115,10110,61070,1747.2
Aug-2003,115,10110,62001,1402.05
Aug-2003,115,10110,63040,965.25
Aug-2003,115,10110,64005,1468.35
Aug-2003,115,10110,64020,1736.475
Aug-2003,115,10110,65005,908.7
Aug-2003,115,10110,65006,1339.65
Aug-2003,115,10110,65015,1427.4
Aug-2003,115,10110,65018,1262.625
Aug-2003,115,10110,65020,1116.375
Aug-2003,115,10110,65022,1725.75
Aug-2003,115,10110,65035,1260.675
Aug-2003,115,10120,41101,660541.05
Aug-2003,115,10120,42201,52219.05
Aug-2003,115,10120,51001,925.275
Aug-2003,115,10120,51003,1598.025
Aug-2003,115,10120,61010,1332.825
Aug-2003,115,10120,61015,1555.125
Aug-2003,115,10120,61030,1629.225
Aug-2003,115,10120,61065,1160.25
Aug-2003,115,10120,61080,1272.375
Aug-2003,115,10120,61095,1240.2
Aug-2003,115,10120,64055,1111.5
Aug-2003,115,10120,64060,1289.925
Aug-2003,115,10120,64065,1340.625
Aug-2003,115,10120,64070,1542.45
Aug-2003,115,10120,64090,1572.675
Aug-2003,115,10120,64100,897
Aug-2003,115,10120,66005,1669.2
Aug-2003,115,10120,66010,1569.75
Aug-2003,115,10120,67010,1544.4
Aug-2003,115,10120,67015,966.225
Aug-2003,115,10120,61060,64882.35
Aug-2003,115,10120,61070,4814.55
Aug-2003,115,10120,62001,2044.575
Aug-2003,115,10120,63040,886.275
Aug-2003,115,10120,64005,1338.675
Aug-2003,115,10120,64020,1106.625
Aug-2003,115,10120,65005,992.55
Aug-2003,115,10120,65006,1232.4
Aug-2003,115,10120,65015,1604.85
Aug-2003,115,10120,65018,1047.15
Aug-2003,115,10120,65020,1042.275
Aug-2003,115,10120,65022,1596.075
Aug-2003,115,10120,65035,926.25
Aug-2003,200,10120,41101,235846.65
Aug-2003,200,10120,42201,74881.95
Aug-2003,200,10120,51001,4914
Aug-2003,200,10120,51003,4982.25
Aug-2003,200,10120,61010,3736.2
Aug-2003,200,10120,61015,3588.975
Aug-2003,200,10120,61030,4175.925
Aug-2003,200,10120,61065,4268.55
Aug-2003,200,10120,61080,4558.125
Aug-2003,200,10120,61095,4758.975
Aug-2003,200,10120,64055,4521.075
Aug-2003,200,10120,64060,4838.925
Aug-2003,200,10120,64065,3639.675
Aug-2003,200,10120,64070,3629.925
Aug-2003,200,10120,64090,4991.025
Aug-2003,200,10120,64100,4535.7
Aug-2003,200,10120,66005,4439.175
Aug-2003,200,10120,66010,3439.8
Aug-2003,200,10120,67010,4332.9
Aug-2003,200,10120,67015,3784.95
Aug-2003,200,10120,61060,64749.75
Aug-2003,200,10120,61070,4622.475
Aug-2003,200,10120,62001,3860.025
Aug-2003,200,10120,63040,11242.725
Aug-2003,200,10120,64005,9856.275
Aug-2003,200,10120,64020,38577.825
Aug-2003,200,10120,65005,3254.55
Aug-2003,200,10120,65006,3319.875
Aug-2003,200,10120,65015,3207.75
Aug-2003,200,10120,65018,2875.275
Aug-2003,200,10120,65020,3343.275
Aug-2003,200,10120,65022,2997.15
Aug-2003,200,10120,65035,3228.225
Aug-2003,300,10120,51001,1012.05
Aug-2003,300,10120,51003,1097.85
Aug-2003,300,10120,61010,1205.1
Aug-2003,300,10120,61015,1537.575
Aug-2003,300,10120,61030,1047.15
Aug-2003,300,10120,61065,998.4
Aug-2003,300,10120,61080,1422.525
Aug-2003,300,10120,61095,939.9
Aug-2003,300,10120,64055,1526.85
Aug-2003,300,10120,64060,1545.375
Aug-2003,300,10120,64065,1543.425
Aug-2003,300,10120,64070,1244.1
Aug-2003,300,10120,64090,925.275
Aug-2003,300,10120,64100,1249.95
Aug-2003,300,10120,66005,1281.15
Aug-2003,300,10120,66010,1470.3
Aug-2003,300,10120,67010,913.575
Aug-2003,300,10120,67015,1560
Aug-2003,300,10120,61060,44569.2
Aug-2003,300,10120,61070,5081.7
Aug-2003,300,10120,62001,2501.85
Aug-2003,300,10120,63040,4956.9
Aug-2003,300,10120,64005,1441.05
Aug-2003,300,10120,64020,1438.125
Aug-2003,300,10120,65005,1454.7
Aug-2003,300,10120,65006,1504.425
Aug-2003,300,10120,65015,979.875
Aug-2003,300,10120,65018,919.425
Aug-2003,300,10120,65020,911.625
Aug-2003,300,10120,65022,1534.65
Aug-2003,300,10120,65035,1325.025
Aug-2003,405,10120,51001,866.775
Aug-2003,405,10120,51003,1081.275
Aug-2003,405,10120,61010,1002.3
Aug-2003,405,10120,61015,1694.55
Aug-2003,405,10120,61030,1668.225
Aug-2003,405,10120,61065,1320.15
Aug-2003,405,10120,61080,859.95
Aug-2003,405,10120,61095,1672.125
Aug-2003,405,10120,64055,1595.1
Aug-2003,405,10120,64060,1028.625
Aug-2003,405,10120,64065,925.275
Aug-2003,405,10120,64070,1288.95
Aug-2003,405,10120,64090,1580.475
Aug-2003,405,10120,64100,904.8
Aug-2003,405,10120,66005,1521
Aug-2003,405,10120,66010,1397.175
Aug-2003,405,10120,67010,1519.05
Aug-2003,405,10120,67015,1220.7
Aug-2003,405,10120,61060,50381.175
Aug-2003,405,10120,61070,4908.15
Aug-2003,405,10120,62001,2566.2
Aug-2003,405,10120,63040,1161.225
Aug-2003,405,10120,64005,1496.625
Aug-2003,405,10120,64020,1403.025
Aug-2003,405,10120,65005,1445.925
Aug-2003,405,10120,65006,1643.85
Aug-2003,405,10120,65015,1512.225
Aug-2003,405,10120,65018,1441.05
Aug-2003,405,10120,65020,876.525
Aug-2003,405,10120,65022,894.075
Aug-2003,405,10120,65035,967.2
Aug-2003,410,10120,51001,1214.85
Aug-2003,410,10120,51003,1398.15
Aug-2003,410,10120,61010,1666.275
Aug-2003,410,10120,61015,1571.7
Aug-2003,410,10120,61030,1620.45
Aug-2003,410,10120,61065,962.325
Aug-2003,410,10120,61080,1038.375
Aug-2003,410,10120,61095,889.2
Aug-2003,410,10120,64055,1656.525
Aug-2003,410,10120,64060,1222.65
Aug-2003,410,10120,64065,1465.425
Aug-2003,410,10120,64070,948.675
Aug-2003,410,10120,64090,1559.025
Aug-2003,410,10120,64100,1233.375
Aug-2003,410,10120,66005,1083.225
Aug-2003,410,10120,66010,1542.45
Aug-2003,410,10120,67010,1438.125
Aug-2003,410,10120,67015,1478.1
Aug-2003,410,10120,61060,56958.525
Aug-2003,410,10120,61070,4356.3
Aug-2003,410,10120,62001,1914.9
Aug-2003,410,10120,63040,1038.375
Aug-2003,410,10120,64005,1525.875
Aug-2003,410,10120,64020,1436.175
Aug-2003,410,10120,65005,1299.675
Aug-2003,410,10120,65006,1048.125
Aug-2003,410,10120,65015,1415.7
Aug-2003,410,10120,65018,917.475
Aug-2003,410,10120,65020,1051.05
Aug-2003,410,10120,65022,1340.625
Aug-2003,410,10120,65035,1701.375
Aug-2003,415,10120,51001,1253.85
Aug-2003,415,10120,51003,919.425
Aug-2003,415,10120,61010,1179.75
Aug-2003,415,10120,61015,1709.175
Aug-2003,415,10120,61030,1136.85
Aug-2003,415,10120,61065,1448.85
Aug-2003,415,10120,61080,1469.325
Aug-2003,415,10120,61095,1377.675
Aug-2003,415,10120,64055,1061.775
Aug-2003,415,10120,64060,1090.05
Aug-2003,415,10120,64065,1304.55
Aug-2003,415,10120,64070,1406.925
Aug-2003,415,10120,64090,1594.125
Aug-2003,415,10120,64100,871.65
Aug-2003,415,10120,66005,1331.85
Aug-2003,415,10120,66010,1046.175
Aug-2003,415,10120,67010,872.625
Aug-2003,415,10120,67015,1066.65
Aug-2003,415,10120,61060,63265.8
Aug-2003,415,10120,61070,4386.525
Aug-2003,415,10120,62001,2478.45
Aug-2003,415,10120,64005,1330.875
Aug-2003,415,10120,64020,1044.225
Aug-2003,415,10120,65005,1507.35
Aug-2003,415,10120,65006,931.125
Aug-2003,415,10120,65015,1700.4
Aug-2003,415,10120,65018,1669.2
Aug-2003,415,10120,65020,1403.025
Aug-2003,415,10120,65022,1144.65
Aug-2003,415,10120,65035,1009.125
Sep-2003,105,10120,41101,660019.425
Sep-2003,105,10120,42201,47822.775
Sep-2003,105,10120,51001,1191.45
Sep-2003,105,10120,51003,1671.15
Sep-2003,105,10120,61010,1116.375
Sep-2003,105,10120,61015,1194.375
Sep-2003,105,10120,61030,1430.325
Sep-2003,105,10120,61065,1457.625
Sep-2003,105,10120,61080,948.675
Sep-2003,105,10120,61095,914.55
Sep-2003,105,10120,64055,1494.675
Sep-2003,105,10120,64060,1061.775
Sep-2003,105,10120,64065,1355.25
Sep-2003,105,10120,64070,1629.225
Sep-2003,105,10120,64090,1130.025
Sep-2003,105,10120,64100,1656.525
Sep-2003,105,10120,66005,1643.85
Sep-2003,105,10120,66010,980.85
Sep-2003,105,10120,67010,976.95
Sep-2003,105,10120,67015,1205.1
Sep-2003,105,10120,61060,54562.95
Sep-2003,105,10120,61070,4886.7
Sep-2003,105,10120,62001,2488.2
Sep-2003,105,10120,63040,945.75
Sep-2003,105,10120,64005,1149.525
Sep-2003,105,10120,64020,1169.025
Sep-2003,105,10120,65005,1285.05
Sep-2003,105,10120,65006,1197.3
Sep-2003,105,10120,65015,1670.175
Sep-2003,105,10120,65018,914.55
Sep-2003,105,10120,65020,1449.825
Sep-2003,105,10120,65022,1025.7
Sep-2003,105,10120,65035,1147.575
Sep-2003,110,10120,41101,656249.1
Sep-2003,110,10120,42201,323573.25
Sep-2003,110,10120,51001,1638
Sep-2003,110,10120,51003,1697.475
Sep-2003,110,10120,61010,945.75
Sep-2003,110,10120,61015,1072.5
Sep-2003,110,10120,61030,1149.525
Sep-2003,110,10120,61065,1169.025
Sep-2003,110,10120,61080,1470.3
Sep-2003,110,10120,61095,1155.375
Sep-2003,110,10120,64055,1285.05
Sep-2003,110,10120,64060,1197.3
Sep-2003,110,10120,64065,1670.175
Sep-2003,110,10120,64070,914.55
Sep-2003,110,10120,64090,1449.825
Sep-2003,110,10120,64100,1025.7
Sep-2003,110,10120,66005,1147.575
Sep-2003,110,10120,66010,1381.575
Sep-2003,110,10120,67010,1139.775
Sep-2003,110,10120,67015,883.35
Sep-2003,110,10120,61060,65315.25
Sep-2003,110,10120,61070,4301.7
Sep-2003,110,10120,62001,1878.825
Sep-2003,110,10120,63040,1149.525
Sep-2003,110,10120,64005,1155.375
Sep-2003,110,10120,64020,1285.05
Sep-2003,110,10120,65005,1247.025
Sep-2003,110,10120,65006,1445.925
Sep-2003,110,10120,65015,1610.7
Sep-2003,110,10120,65018,1419.6
Sep-2003,110,10120,65020,996.45
Sep-2003,110,10120,65022,1290.9
Sep-2003,110,10120,65035,1119.3
Sep-2003,115,10110,41101,698522.175
Sep-2003,115,10110,42201,71810.7
Sep-2003,115,10110,51001,3706.95
Sep-2003,115,10110,51003,4053.075
Sep-2003,115,10110,61010,3793.725
Sep-2003,115,10110,61015,3941.925
Sep-2003,115,10110,61030,4573.725
Sep-2003,115,10110,61065,3899.025
Sep-2003,115,10110,61080,4879.875
Sep-2003,115,10110,61095,4925.7
Sep-2003,115,10110,64055,4664.4
Sep-2003,115,10110,64060,4384.575
Sep-2003,115,10110,64065,5031
Sep-2003,115,10110,64070,4043.325
Sep-2003,115,10110,64090,4059.9
Sep-2003,115,10110,64100,3906.825
Sep-2003,115,10110,66005,4527.9
Sep-2003,115,10110,66010,3679.65
Sep-2003,115,10110,67010,4005.3
Sep-2003,115,10110,67015,5250.375
Sep-2003,115,10110,61060,37520.925
Sep-2003,115,10110,61070,1688.7
Sep-2003,115,10110,62001,964.275
Sep-2003,115,10110,63040,991.575
Sep-2003,115,10110,64005,1500.525
Sep-2003,115,10110,64020,1710.15
Sep-2003,115,10110,65005,1199.25
Sep-2003,115,10110,65006,1304.55
Sep-2003,115,10110,65015,1754.025
Sep-2003,115,10110,65018,1066.65
Sep-2003,115,10110,65020,1022.775
Sep-2003,115,10110,65022,1521.975
Sep-2003,115,10110,65035,1001.325
Sep-2003,115,10120,41101,668767.125
Sep-2003,115,10120,42201,59585.175
Sep-2003,115,10120,51001,1039.35
Sep-2003,115,10120,51003,947.7
Sep-2003,115,10120,61010,1550.25
Sep-2003,115,10120,61015,1004.25
Sep-2003,115,10120,61030,904.8
Sep-2003,115,10120,61065,1443.975
Sep-2003,115,10120,61080,1709.175
Sep-2003,115,10120,61095,1630.2
Sep-2003,115,10120,64055,1584.375
Sep-2003,115,10120,64060,1679.925
Sep-2003,115,10120,64065,1466.4
Sep-2003,115,10120,64070,1701.375
Sep-2003,115,10120,64090,1367.925
Sep-2003,115,10120,64100,1252.875
Sep-2003,115,10120,66005,1030.575
Sep-2003,115,10120,66010,1375.725
Sep-2003,115,10120,67010,1085.175
Sep-2003,115,10120,67015,1154.4
Sep-2003,115,10120,61060,63872.25
Sep-2003,115,10120,61070,4514.25
Sep-2003,115,10120,62001,1936.35
Sep-2003,115,10120,63040,1501.5
Sep-2003,115,10120,64005,937.95
Sep-2003,115,10120,64020,1106.625
Sep-2003,115,10120,65005,1656.525
Sep-2003,115,10120,65006,1136.85
Sep-2003,115,10120,65015,919.425
Sep-2003,115,10120,65018,900.9
Sep-2003,115,10120,65020,1454.7
Sep-2003,115,10120,65022,1532.7
Sep-2003,115,10120,65035,1484.925
Sep-2003,200,10120,41101,237346.2
Sep-2003,200,10120,42201,76469.25
Sep-2003,200,10120,51001,3658.2
Sep-2003,200,10120,51003,4871.1
