Date,Dept,BU,Account,local
12/31/2003,105,10120,61060,53552
12/31/2003,105,10120,61070,4511
12/31/2003,105,10120,62001,2565
12/31/2003,105,10120,63040,1017
12/31/2003,105,10120,64005,1041
12/31/2003,105,10120,64020,924
12/31/2003,105,10120,65005,1656
12/31/2003,105,10120,65006,1148
12/31/2003,105,10120,65015,1706
12/31/2003,105,10120,65018,1190
12/31/2003,105,10120,65020,1249
12/31/2003,105,10120,65022,1303
12/31/2003,105,10120,65035,1432
1/31/2003,110,10120,41101,663379
1/31/2003,110,10120,42201,314912
1/31/2003,110,10120,51001,1161
1/31/2003,110,10120,51003,1440
1/31/2003,110,10120,61010,1400
1/31/2003,110,10120,61015,1721
1/31/2003,110,10120,61030,1432
1/31/2003,110,10120,61065,1531
1/31/2003,110,10120,61080,1699
1/31/2003,110,10120,61095,1503
1/31/2003,110,10120,64055,1412
1/31/2003,110,10120,64060,1538
1/31/2003,110,10120,64065,1267
1/31/2003,110,10120,64070,1464
1/31/2003,110,10120,64090,920
1/31/2003,110,10120,64100,1116
1/31/2003,110,10120,66005,1588
1/31/2003,110,10120,66010,1219
1/31/2003,110,10120,67010,1443
1/31/2003,110,10120,67015,891
1/31/2003,110,10120,61060,64720
1/31/2003,110,10120,61070,4521
1/31/2003,110,10120,62001,1788
1/31/2003,110,10120,63040,1432
1/31/2003,110,10120,64005,1503
1/31/2003,110,10120,64020,1412
1/31/2003,110,10120,65005,1569
1/31/2003,110,10120,65006,1696
1/31/2003,110,10120,65015,1470
1/31/2003,110,10120,65018,1633
1/31/2003,110,10120,65020,1096
1/31/2003,110,10120,65022,1055
1/31/2003,110,10120,65035,1105
2/28/2003,110,10120,41101,661369
2/28/2003,110,10120,42201,329164
2/28/2003,110,10120,51001,977
2/28/2003,110,10120,51003,1353
2/28/2003,110,10120,61010,1687
2/28/2003,110,10120,61015,884
2/28/2003,110,10120,61030,898
2/28/2003,110,10120,61065,933
2/28/2003,110,10120,61080,935
2/28/2003,110,10120,61095,1198
2/28/2003,110,10120,64055,1363
2/28/2003,110,10120,64060,987
2/28/2003,110,10120,64065,1705
2/28/2003,110,10120,64070,1054
2/28/2003,110,10120,64090,1493
2/28/2003,110,10120,64100,901
2/28/2003,110,10120,66005,1215
2/28/2003,110,10120,66010,989
2/28/2003,110,10120,67010,944
2/28/2003,110,10120,67015,1309
2/28/2003,110,10120,61060,55835
2/28/2003,110,10120,61070,4946
2/28/2003,110,10120,62001,2635
2/28/2003,110,10120,63040,898
2/28/2003,110,10120,64005,1198
2/28/2003,110,10120,64020,1363
2/28/2003,110,10120,65005,1165
2/28/2003,110,10120,65006,1434
2/28/2003,110,10120,65015,928
2/28/2003,110,10120,65018,1065
2/28/2003,110,10120,65020,1204
2/28/2003,110,10120,65022,1632
2/28/2003,110,10120,65035,922
3/31/2003,110,10120,41101,680712
3/31/2003,110,10120,42201,311405
3/31/2003,110,10120,51001,1216
3/31/2003,110,10120,51003,1326
3/31/2003,110,10120,61010,1333
3/31/2003,110,10120,61015,1565
3/31/2003,110,10120,61030,1438
3/31/2003,110,10120,61065,925
3/31/2003,110,10120,61080,1749
3/31/2003,110,10120,61095,957
3/31/2003,110,10120,64055,1502
3/31/2003,110,10120,64060,1594
3/31/2003,110,10120,64065,1518
3/31/2003,110,10120,64070,1140
3/31/2003,110,10120,64090,1551
3/31/2003,110,10120,64100,1052
3/31/2003,110,10120,66005,1704
3/31/2003,110,10120,66010,938
3/31/2003,110,10120,67010,1195
3/31/2003,110,10120,67015,1016
3/31/2003,110,10120,61060,62215
3/31/2003,110,10120,61070,4794
3/31/2003,110,10120,62001,1798
3/31/2003,110,10120,63040,1438
3/31/2003,110,10120,64005,957
3/31/2003,110,10120,64020,1502
3/31/2003,110,10120,65005,890
3/31/2003,110,10120,65006,1165
3/31/2003,110,10120,65015,1447
3/31/2003,110,10120,65018,1327
3/31/2003,110,10120,65020,1272
3/31/2003,110,10120,65022,1197
3/31/2003,110,10120,65035,943
4/30/2003,110,10120,41101,666698
4/30/2003,110,10120,42201,324355
4/30/2003,110,10120,51001,1456
4/30/2003,110,10120,51003,1092
4/30/2003,110,10120,61010,1126
4/30/2003,110,10120,61015,1018
4/30/2003,110,10120,61030,1413
4/30/2003,110,10120,61065,1230
4/30/2003,110,10120,61080,928
4/30/2003,110,10120,61095,1241
4/30/2003,110,10120,64055,1040
4/30/2003,110,10120,64060,1348
4/30/2003,110,10120,64065,1029
4/30/2003,110,10120,64070,1707
4/30/2003,110,10120,64090,1325
4/30/2003,110,10120,64100,968
4/30/2003,110,10120,66005,1612
4/30/2003,110,10120,66010,1536
4/30/2003,110,10120,67010,900
4/30/2003,110,10120,67015,1633
4/30/2003,110,10120,61060,70009
4/30/2003,110,10120,61070,4819
4/30/2003,110,10120,62001,2371
4/30/2003,110,10120,63040,1413
4/30/2003,110,10120,64005,1241
4/30/2003,110,10120,64020,1040
4/30/2003,110,10120,65005,1733
4/30/2003,110,10120,65006,1162
4/30/2003,110,10120,65015,1412
4/30/2003,110,10120,65018,1348
4/30/2003,110,10120,65020,1380
4/30/2003,110,10120,65022,1287
4/30/2003,110,10120,65035,1359
5/31/2003,110,10120,41101,670167
5/31/2003,110,10120,42201,308794
5/31/2003,110,10120,51001,1041
5/31/2003,110,10120,51003,1613
5/31/2003,110,10120,61010,1672
5/31/2003,110,10120,61015,1676
5/31/2003,110,10120,61030,1177
5/31/2003,110,10120,61065,1108
5/31/2003,110,10120,61080,1385
5/31/2003,110,10120,61095,1141
5/31/2003,110,10120,64055,1670
5/31/2003,110,10120,64060,1700
5/31/2003,110,10120,64065,905
5/31/2003,110,10120,64070,1671
5/31/2003,110,10120,64090,1069
5/31/2003,110,10120,64100,1497
5/31/2003,110,10120,66005,1523
5/31/2003,110,10120,66010,1092
5/31/2003,110,10120,67010,1585
5/31/2003,110,10120,67015,1285
5/31/2003,110,10120,61060,65491
5/31/2003,110,10120,61070,5268
5/31/2003,110,10120,62001,2025
5/31/2003,110,10120,63040,1177
5/31/2003,110,10120,64005,1141
5/31/2003,110,10120,64020,1670
5/31/2003,110,10120,65005,1321
5/31/2003,110,10120,65006,1630
5/31/2003,110,10120,65015,1290
5/31/2003,110,10120,65018,1008
5/31/2003,110,10120,65020,1124
5/31/2003,110,10120,65022,1591
5/31/2003,110,10120,65035,1223
6/30/2003,110,10120,41101,662887
6/30/2003,110,10120,42201,325687
6/30/2003,110,10120,51001,1419
6/30/2003,110,10120,51003,1338
6/30/2003,110,10120,61010,1368
6/30/2003,110,10120,61015,1197
6/30/2003,110,10120,61030,1664
6/30/2003,110,10120,61065,1005
6/30/2003,110,10120,61080,1506
6/30/2003,110,10120,61095,964
6/30/2003,110,10120,64055,1452
6/30/2003,110,10120,64060,1753
6/30/2003,110,10120,64065,1567
6/30/2003,110,10120,64070,1683
6/30/2003,110,10120,64090,1483
6/30/2003,110,10120,64100,962
6/30/2003,110,10120,66005,1360
6/30/2003,110,10120,66010,1161
6/30/2003,110,10120,67010,881
6/30/2003,110,10120,67015,924
6/30/2003,110,10120,61060,67896
6/30/2003,110,10120,61070,5180
6/30/2003,110,10120,62001,2255
6/30/2003,110,10120,63040,1664
6/30/2003,110,10120,64005,964
6/30/2003,110,10120,64020,1452
6/30/2003,110,10120,65005,1311
6/30/2003,110,10120,65006,920
6/30/2003,110,10120,65015,1136
6/30/2003,110,10120,65018,1369
6/30/2003,110,10120,65020,1721
6/30/2003,110,10120,65022,1435
6/30/2003,110,10120,65035,1347
7/31/2003,110,10120,41101,674260
7/31/2003,110,10120,42201,316017
7/31/2003,110,10120,51001,957
7/31/2003,110,10120,51003,1133
7/31/2003,110,10120,61010,1214
7/31/2003,110,10120,61015,1208
7/31/2003,110,10120,61030,1622
7/31/2003,110,10120,61065,1268
7/31/2003,110,10120,61080,888
7/31/2003,110,10120,61095,1465
7/31/2003,110,10120,64055,884
7/31/2003,110,10120,64060,1354
7/31/2003,110,10120,64065,947
7/31/2003,110,10120,64070,972
7/31/2003,110,10120,64090,1280
7/31/2003,110,10120,64100,1435
7/31/2003,110,10120,66005,1378
7/31/2003,110,10120,66010,1426
7/31/2003,110,10120,67010,1102
7/31/2003,110,10120,67015,928
7/31/2003,110,10120,61060,69244
7/31/2003,110,10120,61070,4782
7/31/2003,110,10120,62001,2431
7/31/2003,110,10120,63040,1622
7/31/2003,110,10120,64005,1465
7/31/2003,110,10120,64020,884
7/31/2003,110,10120,65005,1583
7/31/2003,110,10120,65006,1245
7/31/2003,110,10120,65015,1651
7/31/2003,110,10120,65018,1580
7/31/2003,110,10120,65020,1441
7/31/2003,110,10120,65022,1228
7/31/2003,110,10120,65035,1288
8/31/2003,110,10120,41101,676251
8/31/2003,110,10120,42201,309102
8/31/2003,110,10120,51001,1492
8/31/2003,110,10120,51003,1316
8/31/2003,110,10120,61010,1048
8/31/2003,110,10120,61015,1006
8/31/2003,110,10120,61030,1489
8/31/2003,110,10120,61065,1205
8/31/2003,110,10120,61080,1348
8/31/2003,110,10120,61095,1459
8/31/2003,110,10120,64055,1343
8/31/2003,110,10120,64060,1463
8/31/2003,110,10120,64065,1592
8/31/2003,110,10120,64070,1426
8/31/2003,110,10120,64090,1705
8/31/2003,110,10120,64100,1012
8/31/2003,110,10120,66005,1435
8/31/2003,110,10120,66010,1371
8/31/2003,110,10120,67010,1039
8/31/2003,110,10120,67015,1632
8/31/2003,110,10120,61060,58628
8/31/2003,110,10120,61070,5213
8/31/2003,110,10120,62001,2183
8/31/2003,110,10120,63040,1489
8/31/2003,110,10120,64005,1459
8/31/2003,110,10120,64020,1343
8/31/2003,110,10120,65005,1737
8/31/2003,110,10120,65006,1668
8/31/2003,110,10120,65015,1189
8/31/2003,110,10120,65018,1415
8/31/2003,110,10120,65020,1575
8/31/2003,110,10120,65022,1016
8/31/2003,110,10120,65035,1410
9/30/2003,110,10120,41101,673076
9/30/2003,110,10120,42201,331870
9/30/2003,110,10120,51001,1680
9/30/2003,110,10120,51003,1741
9/30/2003,110,10120,61010,970
9/30/2003,110,10120,61015,1100
9/30/2003,110,10120,61030,1179
9/30/2003,110,10120,61065,1199
9/30/2003,110,10120,61080,1508
9/30/2003,110,10120,61095,1185
9/30/2003,110,10120,64055,1318
9/30/2003,110,10120,64060,1228
9/30/2003,110,10120,64065,1713
9/30/2003,110,10120,64070,938
9/30/2003,110,10120,64090,1487
9/30/2003,110,10120,64100,1052
9/30/2003,110,10120,66005,1177
9/30/2003,110,10120,66010,1417
9/30/2003,110,10120,67010,1169
9/30/2003,110,10120,67015,906
9/30/2003,110,10120,61060,66990
9/30/2003,110,10120,61070,4412
9/30/2003,110,10120,62001,1927
9/30/2003,110,10120,63040,1179
9/30/2003,110,10120,64005,1185
9/30/2003,110,10120,64020,1318
9/30/2003,110,10120,65005,1279
9/30/2003,110,10120,65006,1483
9/30/2003,110,10120,65015,1652
9/30/2003,110,10120,65018,1456
9/30/2003,110,10120,65020,1022
9/30/2003,110,10120,65022,1324
9/30/2003,110,10120,65035,1148
10/31/2003,110,10120,41101,672474
10/31/2003,110,10120,42201,330744
10/31/2003,110,10120,51001,1609
10/31/2003,110,10120,51003,1667
10/31/2003,110,10120,61010,1216
10/31/2003,110,10120,61015,1196
10/31/2003,110,10120,61030,1509
10/31/2003,110,10120,61065,1526
10/31/2003,110,10120,61080,1466
10/31/2003,110,10120,61095,1679
10/31/2003,110,10120,64055,933
10/31/2003,110,10120,64060,1257
10/31/2003,110,10120,64065,942
10/31/2003,110,10120,64070,957
10/31/2003,110,10120,64090,1247
10/31/2003,110,10120,64100,1749
10/31/2003,110,10120,66005,913
10/31/2003,110,10120,66010,1597
10/31/2003,110,10120,67010,1617
10/31/2003,110,10120,67015,1596
10/31/2003,110,10120,61060,44090
10/31/2003,110,10120,61070,4734
10/31/2003,110,10120,62001,2031
10/31/2003,110,10120,63040,1509
10/31/2003,110,10120,64005,1679
10/31/2003,110,10120,64020,933
10/31/2003,110,10120,65005,1303
10/31/2003,110,10120,65006,1494
10/31/2003,110,10120,65015,1717
10/31/2003,110,10120,65018,1520
10/31/2003,110,10120,65020,996
10/31/2003,110,10120,65022,1342
10/31/2003,110,10120,65035,1704
11/30/2003,110,10120,41101,675737
11/30/2003,110,10120,42201,308977
11/30/2003,110,10120,51001,932
11/30/2003,110,10120,51003,1045
11/30/2003,110,10120,61010,963
11/30/2003,110,10120,61015,1075
11/30/2003,110,10120,61030,1505
11/30/2003,110,10120,61065,1089
11/30/2003,110,10120,61080,988
11/30/2003,110,10120,61095,1119
11/30/2003,110,10120,64055,1104
11/30/2003,110,10120,64060,1343
11/30/2003,110,10120,64065,1676
11/30/2003,110,10120,64070,1316
11/30/2003,110,10120,64090,1082
11/30/2003,110,10120,64100,1672
11/30/2003,110,10120,66005,1434
11/30/2003,110,10120,66010,989
11/30/2003,110,10120,67010,913
11/30/2003,110,10120,67015,1141
11/30/2003,110,10120,61060,69215
11/30/2003,110,10120,61070,5217
11/30/2003,110,10120,62001,2518
11/30/2003,110,10120,63040,1505
11/30/2003,110,10120,64005,1119
11/30/2003,110,10120,64020,1104
11/30/2003,110,10120,65005,1347
11/30/2003,110,10120,65006,1336
11/30/2003,110,10120,65015,1270
11/30/2003,110,10120,65018,965
11/30/2003,110,10120,65020,986
11/30/2003,110,10120,65022,1017
11/30/2003,110,10120,65035,1612
12/31/2003,110,10120,41101,677103
12/31/2003,110,10120,42201,314045
12/31/2003,110,10120,51001,1576
12/31/2003,110,10120,51003,1476
12/31/2003,110,10120,61010,1017
12/31/2003,110,10120,61015,957
12/31/2003,110,10120,61030,1041
12/31/2003,110,10120,61065,924
12/31/2003,110,10120,61080,1587
12/31/2003,110,10120,61095,1671
12/31/2003,110,10120,64055,1656
12/31/2003,110,10120,64060,1148
12/31/2003,110,10120,64065,1706
12/31/2003,110,10120,64070,1190
12/31/2003,110,10120,64090,1249
12/31/2003,110,10120,64100,1303
12/31/2003,110,10120,66005,1432
12/31/2003,110,10120,66010,978
12/31/2003,110,10120,67010,1277
12/31/2003,110,10120,67015,899
12/31/2003,110,10120,61060,66908
12/31/2003,110,10120,61070,4860
12/31/2003,110,10120,62001,2361
12/31/2003,110,10120,63040,1041
12/31/2003,110,10120,64005,1671
12/31/2003,110,10120,64020,1656
12/31/2003,110,10120,65005,1375
12/31/2003,110,10120,65006,1467
12/31/2003,110,10120,65015,1640
12/31/2003,110,10120,65018,1301
12/31/2003,110,10120,65020,955
12/31/2003,110,10120,65022,1704
12/31/2003,110,10120,65035,1170
1/31/2003,115,10120,41101,672276
1/31/2003,115,10120,42201,69458
1/31/2003,115,10120,51001,1008
1/31/2003,115,10120,51003,1133
1/31/2003,115,10120,61010,1177
1/31/2003,115,10120,61015,1720
1/31/2003,115,10120,61030,952
1/31/2003,115,10120,61065,924
1/31/2003,115,10120,61080,1054
1/31/2003,115,10120,61095,1279
1/31/2003,115,10120,64055,958
1/31/2003,115,10120,64060,1369
1/31/2003,115,10120,64065,1243
1/31/2003,115,10120,64070,883
1/31/2003,115,10120,64090,1227
1/31/2003,115,10120,64100,1308
1/31/2003,115,10120,66005,1691
1/31/2003,115,10120,66010,1529
1/31/2003,115,10120,67010,1252
1/31/2003,115,10120,67015,1603
1/31/2003,115,10120,61060,45976
1/31/2003,115,10120,61070,5093
1/31/2003,115,10120,62001,2616
1/31/2003,115,10120,63040,962
1/31/2003,115,10120,64005,1708
1/31/2003,115,10120,64020,1442
1/31/2003,115,10120,65005,1008
1/31/2003,115,10120,65006,1356
1/31/2003,115,10120,65015,1088
1/31/2003,115,10120,65018,1142
1/31/2003,115,10120,65020,1532
1/31/2003,115,10120,65022,924
1/31/2003,115,10120,65035,1533
2/28/2003,115,10120,41101,661378
2/28/2003,115,10120,42201,54998
2/28/2003,115,10120,51001,1515
2/28/2003,115,10120,51003,1230
2/28/2003,115,10120,61010,1151
2/28/2003,115,10120,61015,1545
2/28/2003,115,10120,61030,982
2/28/2003,115,10120,61065,1734
2/28/2003,115,10120,61080,1037
2/28/2003,115,10120,61095,1201
2/28/2003,115,10120,64055,1441
2/28/2003,115,10120,64060,1203
2/28/2003,115,10120,64065,1565
2/28/2003,115,10120,64070,1186
2/28/2003,115,10120,64090,1111
2/28/2003,115,10120,64100,1139
2/28/2003,115,10120,66005,1050
2/28/2003,115,10120,66010,1435
2/28/2003,115,10120,67010,1645
2/28/2003,115,10120,67015,1021
2/28/2003,115,10120,61060,55692
2/28/2003,115,10120,61070,5014
2/28/2003,115,10120,62001,2320
2/28/2003,115,10120,63040,1107
2/28/2003,115,10120,64005,1280
2/28/2003,115,10120,64020,1169
2/28/2003,115,10120,65005,1451
2/28/2003,115,10120,65006,1514
2/28/2003,115,10120,65015,1078
2/28/2003,115,10120,65018,1224
2/28/2003,115,10120,65020,1091
2/28/2003,115,10120,65022,1702
2/28/2003,115,10120,65035,1506
3/31/2003,115,10120,41101,675639
3/31/2003,115,10120,42201,52586
3/31/2003,115,10120,51001,1352
3/31/2003,115,10120,51003,897
3/31/2003,115,10120,61010,1555
3/31/2003,115,10120,61015,1391
3/31/2003,115,10120,61030,1008
3/31/2003,115,10120,61065,1064
3/31/2003,115,10120,61080,1010
3/31/2003,115,10120,61095,1480
3/31/2003,115,10120,64055,1697
3/31/2003,115,10120,64060,1663
3/31/2003,115,10120,64065,986
3/31/2003,115,10120,64070,1438
3/31/2003,115,10120,64090,1739
3/31/2003,115,10120,64100,894
3/31/2003,115,10120,66005,1566
3/31/2003,115,10120,66010,983
3/31/2003,115,10120,67010,1582
3/31/2003,115,10120,67015,1380
3/31/2003,115,10120,61060,53164
3/31/2003,115,10120,61070,5028
3/31/2003,115,10120,62001,2189
3/31/2003,115,10120,63040,1410
3/31/2003,115,10120,64005,1013
3/31/2003,115,10120,64020,957
3/31/2003,115,10120,65005,944
3/31/2003,115,10120,65006,1099
3/31/2003,115,10120,65015,1639
3/31/2003,115,10120,65018,1245
3/31/2003,115,10120,65020,1122
3/31/2003,115,10120,65022,1433
3/31/2003,115,10120,65035,1556
4/30/2003,115,10120,41101,677224
4/30/2003,115,10120,42201,62834
4/30/2003,115,10120,51001,1065
4/30/2003,115,10120,51003,1633
4/30/2003,115,10120,61010,1756
4/30/2003,115,10120,61015,1384
4/30/2003,115,10120,61030,1561
4/30/2003,115,10120,61065,950
4/30/2003,115,10120,61080,1500
4/30/2003,115,10120,61095,972
4/30/2003,115,10120,64055,1717
4/30/2003,115,10120,64060,1629
4/30/2003,115,10120,64065,1214
4/30/2003,115,10120,64070,1660
4/30/2003,115,10120,64090,1051
4/30/2003,115,10120,64100,1545
4/30/2003,115,10120,66005,933
4/30/2003,115,10120,66010,1023
4/30/2003,115,10120,67010,1681
4/30/2003,115,10120,67015,1650
4/30/2003,115,10120,61060,58417
4/30/2003,115,10120,61070,5048
4/30/2003,115,10120,62001,2588
4/30/2003,115,10120,63040,1595
4/30/2003,115,10120,64005,992
4/30/2003,115,10120,64020,909
4/30/2003,115,10120,65005,1339
4/30/2003,115,10120,65006,1200
4/30/2003,115,10120,65015,1148
4/30/2003,115,10120,65018,1498
4/30/2003,115,10120,65020,1023
4/30/2003,115,10120,65022,1652
4/30/2003,115,10120,65035,1292
5/31/2003,115,10120,41101,665020
5/31/2003,115,10120,42201,49187
5/31/2003,115,10120,51001,1175
5/31/2003,115,10120,51003,1695
5/31/2003,115,10120,61010,1746
5/31/2003,115,10120,61015,1287
5/31/2003,115,10120,61030,1206
5/31/2003,115,10120,61065,1125
5/31/2003,115,10120,61080,1155
5/31/2003,115,10120,61095,1085
5/31/2003,115,10120,64055,1655
5/31/2003,115,10120,64060,1289
5/31/2003,115,10120,64065,1446
5/31/2003,115,10120,64070,1422
5/31/2003,115,10120,64090,1506
5/31/2003,115,10120,64100,1216
5/31/2003,115,10120,66005,1673
5/31/2003,115,10120,66010,1734
5/31/2003,115,10120,67010,929
5/31/2003,115,10120,67015,1074
5/31/2003,115,10120,61060,44471
5/31/2003,115,10120,61070,5105
5/31/2003,115,10120,62001,2178
5/31/2003,115,10120,63040,1712
5/31/2003,115,10120,64005,1391
5/31/2003,115,10120,64020,1063
5/31/2003,115,10120,65005,1512
5/31/2003,115,10120,65006,1690
5/31/2003,115,10120,65015,1095
5/31/2003,115,10120,65018,1552
5/31/2003,115,10120,65020,903
5/31/2003,115,10120,65022,1544
5/31/2003,115,10120,65035,894
6/30/2003,115,10120,41101,680992
6/30/2003,115,10120,42201,54715
6/30/2003,115,10120,51001,1507
6/30/2003,115,10120,51003,1603
6/30/2003,115,10120,61010,1052
6/30/2003,115,10120,61015,1410
6/30/2003,115,10120,61030,1051
6/30/2003,115,10120,61065,1155
6/30/2003,115,10120,61080,1711
6/30/2003,115,10120,61095,1470
6/30/2003,115,10120,64055,1116
6/30/2003,115,10120,64060,1540
6/30/2003,115,10120,64065,1009
6/30/2003,115,10120,64070,1177
6/30/2003,115,10120,64090,1529
6/30/2003,115,10120,64100,1675
6/30/2003,115,10120,66005,1195
6/30/2003,115,10120,66010,1463
6/30/2003,115,10120,67010,1016
6/30/2003,115,10120,67015,1408
6/30/2003,115,10120,61060,53220
6/30/2003,115,10120,61070,4951
6/30/2003,115,10120,62001,2022
6/30/2003,115,10120,63040,1000
6/30/2003,115,10120,64005,1508
6/30/2003,115,10120,64020,1102
6/30/2003,115,10120,65005,1310
6/30/2003,115,10120,65006,1387
6/30/2003,115,10120,65015,1463
6/30/2003,115,10120,65018,1235
6/30/2003,115,10120,65020,1505
6/30/2003,115,10120,65022,924
6/30/2003,115,10120,65035,1743
7/31/2003,115,10120,41101,683117
7/31/2003,115,10120,42201,63247
7/31/2003,115,10120,51001,1284
7/31/2003,115,10120,51003,1288
7/31/2003,115,10120,61010,1734
7/31/2003,115,10120,61015,1206
7/31/2003,115,10120,61030,1020
7/31/2003,115,10120,61065,1640
7/31/2003,115,10120,61080,1755
7/31/2003,115,10120,61095,1058
7/31/2003,115,10120,64055,971
7/31/2003,115,10120,64060,935
7/31/2003,115,10120,64065,1112
7/31/2003,115,10120,64070,1477
7/31/2003,115,10120,64090,1082
7/31/2003,115,10120,64100,1641
7/31/2003,115,10120,66005,1605
7/31/2003,115,10120,66010,1497
7/31/2003,115,10120,67010,1094
7/31/2003,115,10120,67015,1035
7/31/2003,115,10120,61060,60527
7/31/2003,115,10120,61070,5240
7/31/2003,115,10120,62001,1922
7/31/2003,115,10120,63040,1574
7/31/2003,115,10120,64005,1632
7/31/2003,115,10120,64020,1201
7/31/2003,115,10120,65005,1554
7/31/2003,115,10120,65006,1677
7/31/2003,115,10120,65015,1248
7/31/2003,115,10120,65018,1638
7/31/2003,115,10120,65020,1321
7/31/2003,115,10120,65022,1281
7/31/2003,115,10120,65035,1354
8/31/2003,115,10120,41101,677478
8/31/2003,115,10120,42201,53558
8/31/2003,115,10120,51001,949
8/31/2003,115,10120,51003,1639
8/31/2003,115,10120,61010,1367
8/31/2003,115,10120,61015,1595
8/31/2003,115,10120,61030,1671
8/31/2003,115,10120,61065,1190
8/31/2003,115,10120,61080,1305
8/31/2003,115,10120,61095,1272
8/31/2003,115,10120,64055,1140
8/31/2003,115,10120,64060,1323
8/31/2003,115,10120,64065,1375
8/31/2003,115,10120,64070,1582
8/31/2003,115,10120,64090,1613
8/31/2003,115,10120,64100,920
8/31/2003,115,10120,66005,1712
8/31/2003,115,10120,66010,1610
8/31/2003,115,10120,67010,1584
8/31/2003,115,10120,67015,991
8/31/2003,115,10120,61060,66546
8/31/2003,115,10120,61070,4938
8/31/2003,115,10120,62001,2097
8/31/2003,115,10120,63040,909
8/31/2003,115,10120,64005,1373
8/31/2003,115,10120,64020,1135
8/31/2003,115,10120,65005,1018
8/31/2003,115,10120,65006,1264
8/31/2003,115,10120,65015,1646
8/31/2003,115,10120,65018,1074
8/31/2003,115,10120,65020,1069
8/31/2003,115,10120,65022,1637
8/31/2003,115,10120,65035,950
9/30/2003,115,10120,41101,685915
9/30/2003,115,10120,42201,61113
9/30/2003,115,10120,51001,1066
9/30/2003,115,10120,51003,972
9/30/2003,115,10120,61010,1590
9/30/2003,115,10120,61015,1030
9/30/2003,115,10120,61030,928
9/30/2003,115,10120,61065,1481
9/30/2003,115,10120,61080,1753
9/30/2003,115,10120,61095,1672
9/30/2003,115,10120,64055,1625
9/30/2003,115,10120,64060,1723
9/30/2003,115,10120,64065,1504
9/30/2003,115,10120,64070,1745
9/30/2003,115,10120,64090,1403
9/30/2003,115,10120,64100,1285
9/30/2003,115,10120,66005,1057
9/30/2003,115,10120,66010,1411
9/30/2003,115,10120,67010,1113
9/30/2003,115,10120,67015,1184
9/30/2003,115,10120,61060,65510
9/30/2003,115,10120,61070,4630
9/30/2003,115,10120,62001,1986
9/30/2003,115,10120,63040,1540
9/30/2003,115,10120,64005,962
9/30/2003,115,10120,64020,1135
9/30/2003,115,10120,65005,1699
9/30/2003,115,10120,65006,1166
9/30/2003,115,10120,65015,943
9/30/2003,115,10120,65018,924
9/30/2003,115,10120,65020,1492
9/30/2003,115,10120,65022,1572
9/30/2003,115,10120,65035,1523
10/31/2003,115,10120,41101,683572
10/31/2003,115,10120,42201,44605
10/31/2003,115,10120,51001,1461
10/31/2003,115,10120,51003,1742
10/31/2003,115,10120,61010,1010
10/31/2003,115,10120,61015,1116
10/31/2003,115,10120,61030,1397
10/31/2003,115,10120,61065,1395
10/31/2003,115,10120,61080,1507
10/31/2003,115,10120,61095,938
10/31/2003,115,10120,64055,1448
10/31/2003,115,10120,64060,1390
10/31/2003,115,10120,64065,1578
10/31/2003,115,10120,64070,1653
10/31/2003,115,10120,64090,1730
10/31/2003,115,10120,64100,1509
10/31/2003,115,10120,66005,1381
10/31/2003,115,10120,66010,1550
10/31/2003,115,10120,67010,1038
10/31/2003,115,10120,67015,1622
10/31/2003,115,10120,61060,48415
10/31/2003,115,10120,61070,4829
10/31/2003,115,10120,62001,2470
10/31/2003,115,10120,63040,1353
10/31/2003,115,10120,64005,907
10/31/2003,115,10120,64020,1320
10/31/2003,115,10120,65005,1092
10/31/2003,115,10120,65006,1306
10/31/2003,115,10120,65015,1595
10/31/2003,115,10120,65018,1749
10/31/2003,115,10120,65020,986
10/31/2003,115,10120,65022,1321
10/31/2003,115,10120,65035,904
11/30/2003,115,10120,41101,684079
11/30/2003,115,10120,42201,46682
11/30/2003,115,10120,51001,1167
11/30/2003,115,10120,51003,955
11/30/2003,115,10120,61010,1014
11/30/2003,115,10120,61015,1490
11/30/2003,115,10120,61030,1042
11/30/2003,115,10120,61065,1331
11/30/2003,115,10120,61080,939
11/30/2003,115,10120,61095,1112
11/30/2003,115,10120,64055,1400
11/30/2003,115,10120,64060,969
11/30/2003,115,10120,64065,998
11/30/2003,115,10120,64070,1719
11/30/2003,115,10120,64090,1178
11/30/2003,115,10120,64100,1532
11/30/2003,115,10120,66005,1018
11/30/2003,115,10120,66010,1555
11/30/2003,115,10120,67010,1728
11/30/2003,115,10120,67015,1558
11/30/2003,115,10120,61060,47136
11/30/2003,115,10120,61070,4982
11/30/2003,115,10120,62001,2558
11/30/2003,115,10120,63040,1199
11/30/2003,115,10120,64005,1676
11/30/2003,115,10120,64020,1390
11/30/2003,115,10120,65005,884
11/30/2003,115,10120,65006,1302
11/30/2003,115,10120,65015,1677
11/30/2003,115,10120,65018,1440
11/30/2003,115,10120,65020,1031
11/30/2003,115,10120,65022,1461
11/30/2003,115,10120,65035,1204
12/31/2003,115,10120,41101,673832
12/31/2003,115,10120,42201,57169
12/31/2003,115,10120,51001,959
12/31/2003,115,10120,51003,1188
12/31/2003,115,10120,61010,1042
12/31/2003,115,10120,61015,1574
12/31/2003,115,10120,61030,1463
12/31/2003,115,10120,61065,1610
12/31/2003,115,10120,61080,930
12/31/2003,115,10120,61095,1720
